EmployeeID,Age,Gender,Education,Department,JobRole,Salary,YearsAtCompany,WorkLifeBalance,TrainingHours,PerformanceRating,Attrition
10483,25,Female,MBA,Customer Support,Support Manager,114697,13,1,4,3,No
10484,41,Female,PhD,HR,Recruiter,102418,0,2,6,3,Yes
10485,36,Male,PhD,IT,System Engineer,86443,12,1,0,4,No
10486,24,Male,Bachelors,Customer Support,Support Executive,149832,17,1,3,3,No
10487,50,Female,MBA,Operations,Operations Executive,73221,0,1,0,2,No
10488,52,Male,MBA,Marketing,SEO Specialist,100917,5,3,4,2,No
10489,31,Female,Bachelors,Finance,Finance Manager,83118,12,3,0,3,No
10490,32,Female,PhD,HR,Recruiter,105466,13,4,8,5,No
10491,29,Female,Masters,Marketing,Marketing Executive,53856,18,4,1,5,No
10492,37,Male,MBA,Marketing,Marketing Manager,34909,9,2,7,3,Yes
10493,21,Female,Bachelors,Customer Support,Support Manager,99840,22,3,9,1,No
10494,32,Male,MBA,IT,IT Manager,70295,16,3,4,5,No
10495,35,Female,MBA,HR,HR Executive,110151,0,3,3,4,Yes
10496,55,Female,PhD,HR,Recruiter,109349,8,4,4,5,Yes
10497,31,Male,PhD,Sales,Sales Executive,92940,23,1,3,1,No
10498,42,Male,Masters,Customer Support,Support Manager,135624,14,3,9,3,No
10499,52,Male,Bachelors,IT,System Engineer,91228,15,3,0,2,No
10500,50,Female,PhD,Operations,Operations Manager,105917,18,2,3,2,No
10501,41,Male,Masters,Operations,Operations Manager,137448,4,2,6,4,No
10502,32,Male,PhD,Finance,Finance Manager,78146,16,2,6,3,Yes
10503,57,Female,Masters,Customer Support,Support Executive,131063,23,4,7,1,Yes
10504,43,Male,Bachelors,Marketing,SEO Specialist,124164,2,2,1,2,No
10505,36,Male,Bachelors,Customer Support,Support Executive,51631,7,1,4,2,No
10506,49,Male,Bachelors,Finance,Finance Analyst,67928,18,4,7,5,No
10507,39,Female,Masters,Sales,Sales Manager,98874,5,4,0,2,No
10508,57,Male,Masters,Sales,Sales Executive,149504,21,3,0,1,No
10509,23,Male,Bachelors,Marketing,Marketing Manager,57511,9,2,0,1,No
10510,33,Male,MBA,Customer Support,Support Manager,57484,16,3,9,2,No
10511,25,Male,PhD,Customer Support,Support Manager,85165,12,2,0,5,No
10512,51,Female,Masters,Marketing,Marketing Manager,30150,19,3,7,3,No
10513,40,Male,Masters,Operations,Operations Manager,125451,24,3,4,4,No
10514,25,Female,Masters,Operations,Logistics Coordinator,71428,11,1,5,5,No
10515,53,Female,MBA,Finance,Finance Manager,47421,8,2,4,3,No
10516,39,Male,Masters,IT,Data Analyst,50906,20,3,1,5,No
10517,47,Female,MBA,IT,IT Manager,68568,15,2,1,4,No
10518,46,Female,Bachelors,Operations,Operations Manager,25501,13,2,4,5,No
10519,39,Male,PhD,Sales,Account Manager,68996,2,4,1,2,No
10520,46,Male,Masters,Sales,Sales Executive,106737,10,4,9,4,No
10521,52,Female,PhD,IT,Developer,136620,22,4,1,2,No
10522,23,Female,PhD,Finance,Finance Analyst,31891,15,2,4,1,No
10523,29,Male,Bachelors,Marketing,Marketing Executive,92153,11,1,4,4,Yes
10524,28,Male,Masters,HR,HR Manager,33331,5,3,7,1,No
10525,58,Female,MBA,Customer Support,Support Manager,99075,8,2,4,5,Yes
10526,38,Male,MBA,Marketing,Marketing Executive,112449,23,4,8,1,No
10527,51,Female,Masters,Customer Support,Support Executive,137445,16,3,7,5,Yes
10528,30,Female,MBA,Sales,Account Manager,83638,23,1,9,2,No
10529,45,Male,MBA,Marketing,SEO Specialist,69728,8,4,2,1,Yes
10530,39,Male,PhD,IT,IT Manager,93581,8,2,9,5,No
10531,31,Male,MBA,Operations,Operations Executive,52773,15,2,1,4,Yes
10532,47,Male,MBA,HR,Recruiter,26316,21,3,4,2,No
10533,29,Female,Bachelors,IT,IT Manager,74235,13,3,5,5,No
10534,56,Female,PhD,HR,HR Executive,35840,17,3,9,2,No
10535,22,Female,Masters,Sales,Sales Executive,82193,16,4,2,4,No
10536,22,Female,Masters,Customer Support,Support Executive,106634,6,1,8,2,No
10537,28,Male,Bachelors,IT,Developer,44828,14,2,9,1,No
10538,21,Male,MBA,Customer Support,Support Manager,95190,18,2,8,1,Yes
10539,42,Male,PhD,IT,Developer,53239,18,4,1,5,No
10540,30,Male,MBA,IT,Data Analyst,96367,11,1,9,4,No
10541,33,Male,PhD,Customer Support,Support Manager,134088,2,2,4,1,No
10542,56,Female,Bachelors,HR,HR Manager,107365,16,2,4,5,No
10543,34,Male,MBA,Operations,Operations Executive,62595,22,2,6,4,No
10544,26,Female,Masters,HR,HR Executive,90529,10,3,0,4,No
10545,57,Male,MBA,Operations,Operations Executive,70736,15,2,9,4,No
10546,47,Male,Bachelors,IT,Developer,58182,14,4,4,1,No
10547,26,Male,Masters,Operations,Logistics Coordinator,50637,5,3,4,1,Yes
10548,25,Female,Masters,Finance,Accountant,77048,17,1,1,3,No
10549,30,Female,MBA,Marketing,Marketing Executive,112034,14,2,4,3,No
10550,36,Male,Bachelors,IT,IT Manager,148931,12,4,8,1,No
10551,55,Female,Bachelors,Customer Support,Support Manager,128459,14,2,5,1,No
10552,22,Female,Masters,Marketing,SEO Specialist,72033,11,4,1,3,No
10553,52,Female,PhD,Operations,Logistics Coordinator,59521,22,1,8,5,Yes
10554,36,Male,Bachelors,Customer Support,Support Manager,28978,12,2,2,4,No
10555,24,Female,Bachelors,Customer Support,Support Manager,138668,21,4,3,3,Yes
10556,40,Female,MBA,Finance,Finance Analyst,64609,9,1,0,1,No
10557,24,Female,Bachelors,HR,HR Executive,29642,3,2,3,4,Yes
10558,47,Female,MBA,Operations,Operations Manager,117056,6,4,4,2,No
10559,44,Male,Masters,Customer Support,Support Executive,83348,19,1,6,4,No
10560,27,Female,PhD,Marketing,Marketing Manager,136050,17,2,1,3,No
10561,48,Male,PhD,Sales,Sales Manager,71785,10,2,9,1,Yes
10562,32,Female,MBA,Finance,Accountant,40480,22,1,4,4,No
10563,26,Female,PhD,Marketing,SEO Specialist,146156,9,1,4,3,No
10564,21,Male,PhD,Marketing,SEO Specialist,138991,16,2,6,3,No
10565,35,Male,MBA,Marketing,Marketing Executive,88323,5,3,2,5,No
10566,27,Female,Bachelors,IT,IT Manager,124697,23,2,5,5,No
10567,41,Male,MBA,Finance,Accountant,135845,3,3,5,4,No
10568,34,Male,PhD,Finance,Finance Manager,44689,1,4,7,4,No
10569,33,Female,MBA,Marketing,Marketing Manager,38760,17,2,3,1,No
10570,44,Male,PhD,Operations,Operations Manager,89153,3,4,1,4,No
10571,22,Female,Masters,HR,HR Manager,126746,11,2,8,2,No
10572,40,Female,MBA,Customer Support,Support Manager,26614,23,1,1,4,No
10573,45,Female,MBA,Sales,Sales Executive,130592,3,3,0,4,No
10574,25,Male,MBA,Operations,Logistics Coordinator,54806,1,4,3,3,Yes
10575,23,Male,Bachelors,Finance,Finance Manager,72754,19,2,0,5,Yes
10576,23,Male,MBA,Customer Support,Support Manager,116244,2,1,6,4,Yes
10577,37,Female,Bachelors,Sales,Sales Executive,141859,21,3,5,5,No
10578,53,Male,Bachelors,Operations,Operations Manager,104151,21,4,4,3,No
10579,59,Female,Masters,Operations,Operations Executive,106494,5,2,3,3,No
10580,29,Female,Masters,Marketing,Marketing Manager,83991,8,2,6,3,No
10581,53,Male,Bachelors,Marketing,SEO Specialist,74002,21,3,7,5,No
10582,33,Male,Masters,Marketing,Marketing Executive,35678,11,3,1,1,No
10583,46,Female,PhD,HR,HR Executive,74903,7,2,2,2,No
10584,21,Male,Bachelors,IT,Data Analyst,127614,13,1,7,3,No
10585,59,Female,Bachelors,IT,Data Analyst,38275,9,1,6,3,Yes
10586,35,Female,Bachelors,Finance,Finance Manager,114965,20,3,1,1,No
10587,26,Female,Bachelors,Operations,Operations Manager,45717,18,3,6,1,No
10588,47,Male,Bachelors,Sales,Sales Manager,63412,7,1,4,2,No
10589,50,Male,MBA,Sales,Sales Executive,61575,13,1,7,4,No
10590,31,Male,MBA,Customer Support,Support Executive,135079,11,2,1,1,No
10591,53,Female,Bachelors,Marketing,SEO Specialist,122493,12,2,3,5,No
10592,57,Female,Masters,Customer Support,Support Executive,50059,16,4,5,4,No
10593,23,Male,MBA,Sales,Account Manager,92934,15,1,2,5,No
10594,52,Male,Bachelors,IT,Data Analyst,40287,12,4,1,3,No
10595,28,Female,PhD,Customer Support,Support Manager,92114,16,3,7,5,No
10596,21,Female,Bachelors,HR,Recruiter,29768,8,3,7,1,No
10597,59,Female,PhD,Finance,Finance Manager,149564,0,3,0,3,No
10598,22,Female,Masters,Marketing,Marketing Manager,132991,8,4,9,4,No
10599,47,Male,PhD,IT,Data Analyst,60380,22,1,1,5,No
10600,26,Male,Masters,Operations,Operations Manager,117316,0,1,1,2,Yes
10601,57,Female,MBA,Finance,Accountant,38461,13,3,4,4,No
10602,36,Female,PhD,Marketing,Marketing Manager,29608,1,2,7,1,Yes
10603,55,Female,PhD,Sales,Sales Executive,78940,23,1,9,5,No
10604,33,Male,PhD,Customer Support,Support Executive,106706,16,4,3,5,No
10605,24,Female,MBA,Operations,Operations Manager,62950,15,4,4,1,No
10606,54,Male,MBA,Operations,Logistics Coordinator,65442,21,2,6,3,Yes
10607,56,Female,PhD,Operations,Operations Manager,60394,15,4,3,2,No
10608,22,Male,Masters,Operations,Logistics Coordinator,133903,10,1,5,1,No
10609,23,Male,Masters,Marketing,Marketing Executive,60083,5,1,7,1,No
10610,45,Female,PhD,Marketing,Marketing Manager,38371,13,3,3,1,No
10611,35,Female,MBA,Finance,Finance Analyst,94819,12,1,4,2,No
10612,24,Female,MBA,Sales,Account Manager,135901,8,1,9,3,No
10613,49,Male,MBA,IT,IT Manager,130554,3,3,7,3,No
10614,54,Male,MBA,HR,Recruiter,82586,20,1,2,5,Yes
10615,52,Male,Masters,Sales,Sales Executive,30715,14,2,6,3,No
10616,27,Female,MBA,Customer Support,Support Executive,127485,7,3,5,2,No
10617,45,Male,Bachelors,Marketing,Marketing Executive,94018,3,1,1,3,No
10618,56,Male,MBA,Finance,Finance Manager,102725,7,3,4,3,No
10619,55,Male,Bachelors,Customer Support,Support Executive,45793,24,2,4,5,No
10620,59,Male,MBA,IT,System Engineer,125480,13,3,6,2,No
10621,32,Male,Bachelors,HR,HR Manager,54922,8,4,3,5,No
10622,28,Male,PhD,Marketing,Marketing Manager,149343,23,4,1,5,Yes
10623,24,Male,Masters,Sales,Account Manager,55428,3,1,8,1,Yes
10624,25,Female,PhD,HR,HR Executive,61647,20,2,1,4,No
10625,23,Male,PhD,HR,HR Executive,54294,12,2,8,2,No
10626,42,Female,Bachelors,Customer Support,Support Manager,66893,13,4,8,4,No
10627,29,Female,PhD,Sales,Sales Executive,38804,16,3,5,1,No
10628,54,Female,Masters,HR,HR Manager,142486,9,2,6,2,No
10629,45,Male,MBA,Sales,Sales Executive,42959,2,1,1,3,Yes
10630,54,Female,Masters,IT,Data Analyst,90326,23,1,8,2,No
10631,54,Male,PhD,Customer Support,Support Executive,37341,0,1,4,1,Yes
10632,37,Male,PhD,HR,Recruiter,126623,6,3,1,2,No
10633,38,Male,MBA,HR,HR Executive,121018,5,3,5,5,No
10634,38,Male,Masters,Sales,Sales Manager,81354,13,2,8,3,No
10635,32,Male,Bachelors,Operations,Operations Executive,43229,15,4,7,3,No
10636,36,Male,PhD,Marketing,Marketing Executive,28694,6,4,4,5,Yes
10637,47,Female,Bachelors,HR,HR Manager,63281,22,1,3,3,No
10638,24,Male,Bachelors,Marketing,Marketing Executive,144931,17,1,8,1,No
10639,25,Female,PhD,IT,System Engineer,71763,5,2,7,3,No
10640,31,Female,Bachelors,Finance,Finance Manager,47394,22,3,9,3,No
10641,40,Male,PhD,IT,System Engineer,117454,14,3,4,1,Yes
10642,24,Male,PhD,Sales,Account Manager,106509,13,2,6,3,Yes
10643,36,Female,Bachelors,Operations,Operations Manager,29318,0,2,3,1,No
10644,33,Female,PhD,Sales,Sales Manager,52838,17,2,6,5,No
10645,28,Male,MBA,Operations,Logistics Coordinator,42440,23,3,5,3,Yes
10646,50,Female,MBA,HR,HR Manager,102164,9,2,3,2,No
10647,27,Male,Masters,Customer Support,Support Manager,122908,24,2,8,5,No
10648,34,Female,MBA,Finance,Finance Analyst,54020,0,2,5,4,Yes
10649,28,Female,PhD,Finance,Accountant,142501,5,2,6,3,No
10650,45,Male,Masters,HR,HR Manager,99227,19,4,6,4,No
10651,38,Male,Masters,Operations,Operations Manager,74607,4,3,4,4,No
10652,50,Female,PhD,Sales,Sales Executive,56446,24,2,8,3,No
10653,53,Male,Masters,Operations,Operations Manager,38027,5,2,5,5,No
10654,47,Male,Bachelors,Customer Support,Support Executive,34715,8,2,1,2,No
10655,58,Female,MBA,HR,Recruiter,113268,4,3,6,1,No
10656,30,Female,Masters,Finance,Finance Manager,92637,1,1,6,2,No
10657,53,Male,Masters,Sales,Sales Executive,30039,12,4,9,1,No
10658,25,Female,Bachelors,Finance,Finance Analyst,149837,16,4,8,3,No
10659,26,Male,MBA,HR,HR Manager,124647,22,2,0,1,No
10660,56,Male,Masters,Finance,Finance Manager,61951,8,4,3,2,No
10661,34,Male,Masters,Operations,Logistics Coordinator,51790,24,2,1,4,No
10662,21,Female,PhD,Finance,Finance Analyst,35433,15,3,6,4,Yes
10663,36,Male,MBA,Operations,Operations Executive,53261,14,3,0,2,No
10664,46,Female,PhD,Finance,Accountant,143156,10,4,4,1,No
10665,27,Female,Masters,Customer Support,Support Executive,114898,15,2,3,5,No
10666,51,Female,PhD,Customer Support,Support Manager,149858,4,2,7,4,Yes
10667,50,Female,MBA,Marketing,Marketing Executive,145359,15,3,6,1,No
10668,22,Female,Masters,Operations,Operations Executive,82022,4,1,5,5,No
10669,46,Female,Masters,Finance,Accountant,133123,14,3,1,5,No
10670,38,Female,Bachelors,Sales,Sales Manager,126606,13,1,3,1,No
10671,52,Female,Bachelors,Customer Support,Support Executive,63110,9,3,1,5,No
10672,50,Female,Masters,Operations,Operations Manager,137653,24,3,6,5,No
10673,59,Male,PhD,Marketing,Marketing Executive,49085,18,1,1,5,Yes
10674,46,Male,PhD,Sales,Sales Executive,116343,10,3,8,3,No
10675,32,Male,Bachelors,Finance,Finance Analyst,130141,16,1,9,5,No
10676,41,Male,Masters,HR,HR Executive,137064,15,4,3,1,No
10677,58,Male,PhD,HR,Recruiter,44956,1,2,2,5,Yes
10678,25,Male,Bachelors,Sales,Account Manager,96898,19,2,3,3,Yes
10679,54,Male,MBA,Finance,Accountant,56828,14,3,4,1,No
10680,44,Female,MBA,HR,HR Executive,54567,17,2,4,5,No
10681,31,Female,MBA,Finance,Accountant,119375,4,4,2,3,No
10682,54,Male,Bachelors,IT,Developer,54447,10,1,9,5,No
10683,25,Female,Masters,Marketing,Marketing Executive,70202,10,3,2,2,No
10684,26,Female,PhD,Finance,Finance Analyst,65704,0,3,3,2,No
10685,27,Male,MBA,HR,HR Executive,79324,6,3,2,4,No
10686,35,Male,Bachelors,Customer Support,Support Manager,61054,9,1,4,5,No
10687,37,Female,Bachelors,Customer Support,Support Manager,53680,20,1,2,1,Yes
10688,26,Female,Masters,Customer Support,Support Executive,103196,14,2,5,2,No
10689,48,Female,MBA,IT,Data Analyst,86462,23,4,5,1,No
10690,35,Male,PhD,IT,System Engineer,99607,23,2,4,2,Yes
10691,23,Female,MBA,Sales,Sales Manager,47131,17,2,1,1,No
10692,48,Female,MBA,HR,Recruiter,105867,5,1,5,3,No
10693,44,Male,MBA,Finance,Finance Manager,88692,8,1,3,3,No
10694,58,Female,MBA,HR,Recruiter,57699,14,1,7,4,No
10695,23,Female,MBA,Finance,Finance Analyst,76183,24,3,5,2,No
10696,50,Male,PhD,Customer Support,Support Manager,109559,0,1,5,5,No
10697,29,Female,Bachelors,IT,System Engineer,65536,5,2,0,2,No
10698,30,Female,PhD,Sales,Account Manager,65037,19,4,6,1,No
10699,49,Male,Masters,Marketing,SEO Specialist,101088,3,2,8,3,No
10700,32,Male,MBA,Customer Support,Support Manager,127490,21,2,9,3,No
10701,49,Female,PhD,Finance,Accountant,78466,10,1,3,3,No
10702,22,Female,Masters,Marketing,SEO Specialist,28261,22,3,1,1,Yes
10703,25,Female,Masters,HR,HR Executive,139120,3,3,4,3,No
10704,32,Male,PhD,Marketing,SEO Specialist,49589,12,2,4,5,No
10705,37,Female,Bachelors,Finance,Finance Manager,38146,0,3,8,1,Yes
10706,37,Male,Bachelors,Operations,Logistics Coordinator,142725,2,3,8,2,No
10707,23,Male,Masters,Sales,Sales Executive,82945,4,4,7,4,No
10708,45,Male,Masters,Sales,Account Manager,30405,7,1,8,3,Yes
10709,36,Male,Bachelors,Finance,Finance Analyst,90948,2,1,2,4,Yes
10710,21,Male,PhD,Finance,Finance Analyst,82447,18,4,7,5,No
10711,31,Male,Bachelors,Operations,Logistics Coordinator,28468,24,3,3,3,No
10712,26,Male,Masters,Finance,Finance Manager,82022,16,4,8,3,Yes
10713,58,Female,MBA,IT,IT Manager,105040,15,3,1,3,No
10714,48,Male,Masters,Marketing,Marketing Manager,85246,9,4,8,3,No
10715,39,Male,Bachelors,Sales,Account Manager,120862,16,1,8,3,No
10716,29,Female,Bachelors,Sales,Sales Manager,47191,3,4,7,1,No
10717,30,Male,PhD,IT,Data Analyst,78829,19,1,3,1,No
10718,46,Female,Masters,Customer Support,Support Executive,64437,3,3,0,4,No
10719,32,Female,Masters,Sales,Account Manager,41958,23,4,3,4,No
10720,32,Male,Bachelors,Customer Support,Support Executive,81892,11,3,3,2,Yes
10721,59,Female,MBA,IT,System Engineer,117360,6,1,7,3,No
10722,54,Female,MBA,Finance,Finance Analyst,91858,9,3,7,1,Yes
10723,37,Female,PhD,Operations,Logistics Coordinator,64853,3,2,1,3,No
10724,44,Female,Bachelors,Sales,Account Manager,120275,10,3,7,5,No
10725,22,Male,Masters,Customer Support,Support Executive,58324,10,1,3,3,No
10726,30,Female,Bachelors,Customer Support,Support Manager,146097,6,1,3,5,No
10727,30,Female,Bachelors,Sales,Account Manager,77301,5,4,6,2,No
10728,24,Female,Bachelors,Sales,Sales Executive,119304,13,4,9,4,No
10729,55,Male,Masters,Operations,Operations Manager,118548,21,3,6,5,No
10730,35,Female,Bachelors,Customer Support,Support Executive,100660,13,2,4,3,Yes
10731,45,Male,Bachelors,HR,Recruiter,93438,10,4,6,2,No
10732,23,Female,MBA,HR,HR Manager,102674,20,2,0,2,No
10733,27,Male,MBA,IT,Data Analyst,60784,21,4,6,4,No
10734,37,Male,MBA,Operations,Operations Executive,57739,9,4,7,3,No
10735,32,Female,Masters,Customer Support,Support Executive,95229,20,2,9,4,Yes
10736,48,Male,MBA,Customer Support,Support Manager,110447,19,3,2,1,No
10737,54,Female,Bachelors,IT,Data Analyst,43532,5,2,4,2,No
10738,28,Female,Bachelors,IT,Developer,61422,13,3,0,5,No
10739,54,Male,Bachelors,Operations,Operations Manager,47744,21,3,1,4,No
10740,41,Female,PhD,Sales,Sales Manager,93444,18,1,5,1,No
10741,32,Male,MBA,Finance,Finance Manager,84711,10,3,3,5,Yes
10742,53,Male,MBA,Marketing,Marketing Manager,145633,15,2,1,2,No
10743,52,Male,PhD,HR,HR Manager,70065,8,4,9,1,No
10744,24,Female,Masters,Finance,Accountant,89654,19,3,0,3,No
10745,48,Female,Masters,Finance,Finance Analyst,79247,24,1,2,3,No
10746,47,Female,Masters,Marketing,Marketing Executive,71254,7,1,6,2,No
10747,58,Female,PhD,Marketing,Marketing Manager,66711,11,2,2,2,No
10748,52,Male,Masters,Finance,Finance Manager,147782,12,1,6,5,No
10749,39,Female,PhD,Sales,Sales Executive,123805,22,1,1,3,No
10750,59,Male,Bachelors,Finance,Accountant,25845,5,4,5,5,No
10751,55,Male,Bachelors,Customer Support,Support Manager,148601,24,1,8,3,No
10752,45,Male,MBA,Customer Support,Support Manager,107687,18,3,2,5,Yes
10753,22,Male,Masters,Customer Support,Support Manager,66240,11,4,7,4,No
10754,58,Male,Bachelors,Marketing,SEO Specialist,49333,23,3,7,2,No
10755,33,Female,MBA,IT,IT Manager,76610,23,4,1,1,Yes
10756,41,Female,Bachelors,Operations,Logistics Coordinator,55144,17,3,5,2,No
10757,31,Female,MBA,Sales,Sales Manager,109993,24,2,7,1,Yes
10758,32,Female,Masters,Marketing,Marketing Manager,46033,20,2,1,4,No
10759,35,Male,Bachelors,Operations,Operations Manager,109222,3,2,6,4,No
10760,44,Male,PhD,Operations,Operations Manager,42317,1,3,2,4,No
10761,42,Female,Bachelors,Sales,Account Manager,64638,9,1,0,2,No
10762,52,Female,Bachelors,HR,HR Manager,120972,9,4,2,5,No
10763,34,Male,MBA,Customer Support,Support Manager,118940,18,1,0,4,No
10764,52,Male,Masters,Finance,Finance Analyst,89090,22,3,2,4,Yes
10765,28,Female,MBA,HR,HR Executive,63280,23,2,9,3,Yes
10766,58,Female,Masters,Customer Support,Support Manager,142115,10,3,4,3,No
10767,33,Male,Masters,Finance,Accountant,76572,4,1,9,2,No
10768,35,Female,Masters,IT,Data Analyst,44098,15,2,3,3,No
10769,31,Female,Bachelors,Marketing,Marketing Manager,68010,6,1,0,4,No
10770,33,Male,Masters,HR,Recruiter,30713,14,3,9,2,No
10771,53,Male,Masters,IT,Data Analyst,133138,15,1,8,3,No
10772,42,Male,MBA,Operations,Operations Executive,65028,1,2,8,5,Yes
10773,57,Female,MBA,Sales,Sales Manager,53871,9,2,5,4,Yes
10774,25,Male,Bachelors,Marketing,SEO Specialist,107322,16,2,9,5,No
10775,27,Male,MBA,IT,Data Analyst,75425,1,3,0,3,Yes
10776,52,Male,PhD,Finance,Finance Analyst,41784,18,3,2,2,No
10777,53,Male,Masters,HR,HR Executive,124286,6,4,9,3,No
10778,56,Female,PhD,Finance,Accountant,80314,23,2,7,5,No
10779,55,Male,Masters,Sales,Sales Executive,76347,3,3,7,5,No
10780,40,Female,MBA,Operations,Operations Executive,81312,16,3,6,4,No
10781,30,Male,PhD,HR,HR Executive,147318,15,2,8,4,No
10782,48,Female,MBA,Sales,Account Manager,55888,9,4,6,2,No
10783,25,Female,Bachelors,Marketing,Marketing Manager,112851,19,2,7,1,No
10784,33,Male,PhD,Finance,Accountant,37992,7,1,2,1,No
10785,38,Male,Bachelors,Marketing,Marketing Executive,141084,17,4,5,4,No
10786,27,Male,Bachelors,Operations,Operations Manager,110753,10,1,0,2,No
10787,25,Male,MBA,Operations,Logistics Coordinator,133953,15,4,3,5,Yes
10788,36,Female,Bachelors,IT,IT Manager,118618,21,4,2,1,Yes
10789,59,Male,PhD,Marketing,Marketing Manager,138664,13,3,6,5,Yes
10790,49,Male,MBA,Sales,Account Manager,33364,5,2,7,1,No
10791,41,Male,MBA,HR,Recruiter,128530,15,1,7,3,No
10792,48,Female,Masters,Marketing,SEO Specialist,47185,19,3,7,5,No
10793,53,Male,Masters,Operations,Operations Executive,79410,0,3,9,4,No
10794,56,Male,PhD,Sales,Sales Executive,119193,10,2,1,4,No
10795,48,Female,Masters,HR,HR Manager,109157,18,2,8,1,Yes
10796,25,Male,Bachelors,HR,HR Manager,57701,22,3,6,4,Yes
10797,24,Male,Masters,Finance,Accountant,109696,13,3,7,5,No
10798,49,Male,MBA,IT,Developer,81790,13,2,0,3,No
10799,47,Female,MBA,Finance,Finance Manager,58208,13,2,6,3,Yes
10800,21,Male,Bachelors,HR,HR Executive,29617,10,1,1,2,Yes
10801,49,Female,Bachelors,Operations,Logistics Coordinator,84652,23,2,6,4,No
10802,49,Female,Bachelors,Operations,Logistics Coordinator,134508,19,4,7,4,No
10803,35,Male,PhD,Finance,Accountant,108258,13,1,3,2,No
10804,42,Female,PhD,Operations,Operations Executive,139772,13,3,0,3,Yes
10805,53,Female,Bachelors,Marketing,Marketing Manager,103958,15,3,2,3,No
10806,52,Male,MBA,Finance,Finance Analyst,82748,13,1,0,2,Yes
10807,30,Male,PhD,Customer Support,Support Manager,81243,7,1,3,2,No
10808,50,Female,MBA,HR,HR Executive,41139,1,2,4,5,No
10809,42,Male,Masters,Customer Support,Support Executive,87000,16,1,5,1,No
10810,29,Female,Masters,HR,HR Executive,134888,23,3,1,4,No
10811,48,Male,Masters,Customer Support,Support Manager,131889,24,1,7,2,No
10812,25,Female,PhD,Sales,Sales Manager,41394,20,3,8,5,No
10813,52,Female,MBA,Sales,Account Manager,80237,18,3,3,4,No
10814,26,Male,MBA,Marketing,Marketing Manager,104278,3,2,5,1,No
10815,55,Male,Bachelors,HR,Recruiter,53740,22,2,3,5,No
10816,55,Female,MBA,Marketing,Marketing Executive,51345,21,1,9,2,No
10817,50,Male,PhD,Sales,Sales Executive,59788,18,3,8,5,No
10818,34,Male,PhD,Customer Support,Support Manager,110150,21,1,2,3,No
10819,24,Female,Bachelors,HR,HR Manager,26138,16,1,7,3,No
10820,21,Female,Bachelors,Operations,Logistics Coordinator,70574,14,2,1,2,No
10821,46,Male,PhD,Sales,Sales Executive,134993,5,4,4,4,No
10822,34,Female,MBA,IT,Developer,35876,10,1,6,5,Yes
10823,38,Male,MBA,HR,HR Manager,29680,21,1,3,1,No
10824,37,Male,Masters,Operations,Operations Executive,75482,23,4,0,4,No
10825,57,Male,PhD,Marketing,Marketing Manager,70888,13,2,5,1,Yes
10826,51,Male,MBA,IT,System Engineer,33356,0,2,9,2,No
10827,48,Male,Bachelors,IT,Developer,52702,9,1,8,2,No
10828,52,Female,Bachelors,Customer Support,Support Manager,101354,11,2,9,5,No
10829,50,Female,Bachelors,Sales,Sales Executive,140894,12,4,8,2,No
10830,53,Male,MBA,Customer Support,Support Manager,112089,11,2,2,3,No
10831,37,Female,Masters,Sales,Sales Executive,137853,11,3,7,4,No
10832,47,Female,MBA,Finance,Accountant,147378,23,3,3,3,No
10833,54,Male,Masters,Operations,Logistics Coordinator,65831,1,1,7,3,No
10834,34,Female,Bachelors,Finance,Finance Analyst,56145,15,2,3,5,No
10835,46,Male,Masters,Operations,Operations Executive,137775,5,4,9,1,No
10836,36,Male,Masters,Sales,Account Manager,109426,16,4,0,1,No
10837,56,Male,Bachelors,IT,System Engineer,105565,6,1,6,5,No
10838,56,Male,PhD,HR,Recruiter,93643,22,1,4,4,Yes
10839,28,Female,Masters,HR,HR Executive,76734,5,3,8,1,No
10840,45,Female,MBA,IT,Developer,35317,17,1,0,3,Yes
10841,38,Female,PhD,IT,IT Manager,136280,13,2,1,5,No
10842,27,Female,Masters,Sales,Account Manager,129812,4,4,6,1,Yes
10843,22,Male,Bachelors,IT,Developer,94552,1,3,0,5,Yes
10844,38,Male,Bachelors,Operations,Operations Manager,30660,4,3,6,3,Yes
10845,29,Male,Bachelors,Operations,Operations Manager,69591,19,4,0,2,Yes
10846,35,Female,Bachelors,HR,HR Executive,118862,3,2,4,5,No
10847,27,Male,Masters,Customer Support,Support Executive,125873,13,1,4,1,No
10848,27,Male,Masters,Operations,Logistics Coordinator,83909,3,2,3,1,No
10849,22,Male,MBA,Operations,Operations Manager,56733,6,3,2,1,No
10850,21,Male,PhD,HR,HR Executive,138605,11,4,0,3,No
10851,41,Female,MBA,Operations,Logistics Coordinator,70146,15,1,3,4,Yes
10852,57,Female,MBA,Marketing,Marketing Executive,143983,23,3,9,5,No
10853,45,Female,Bachelors,Operations,Operations Manager,106415,3,3,5,4,Yes
10854,39,Male,MBA,Operations,Operations Executive,108433,10,2,4,4,No
10855,41,Male,PhD,HR,HR Executive,69534,10,1,2,4,Yes
10856,50,Male,PhD,Operations,Logistics Coordinator,65695,5,3,5,4,No
10857,22,Male,PhD,HR,HR Manager,143295,16,1,1,4,No
10858,56,Female,Masters,Sales,Sales Executive,117716,5,3,7,2,No
10859,45,Male,Masters,Operations,Operations Executive,133784,3,3,0,1,No
